,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
1556,2018-12-25,2330,19402777,4198767163,215.5,218.0,215.0,217.5,-2.5,8065
1557,2018-12-26,2330,16893259,3678108462,218.5,219.5,216.0,216.5,-1.0,6998
1558,2018-12-27,2330,21915484,4874845852,222.0,224.0,220.5,223.0,6.5,9531
1559,2018-12-28,2330,30156773,6762447425,223.5,225.5,222.5,225.5,2.5,10247
1560,2019-01-02,2330,32900482,7276419230,226.5,226.5,219.0,219.5,-6.0,12329
1561,2019-01-03,2330,34615620,7459051790,214.0,218.0,214.0,215.5,-4.0,14549
1562,2019-01-04,2330,67043521,13987136785,211.5,211.5,206.5,208.0,-7.5,28786
1563,2019-01-07,2330,35695176,7591116569,212.0,214.0,211.0,213.0,5.0,11224
1564,2019-01-08,2330,23794481,5019703557,212.0,212.5,210.0,211.0,-2.0,9377
1565,2019-01-09,2330,51255446,11006827093,212.0,216.5,211.0,215.5,4.5,14098
1566,2019-01-10,2330,20832593,4491377349,216.0,216.5,214.5,216.0,0.5,6018
1567,2019-01-11,2330,28658288,6296719320,219.0,220.5,218.0,220.5,4.5,11198
1568,2019-01-14,2330,17612296,3844735324,218.5,220.0,217.0,218.5,-2.0,6469
1569,2019-01-15,2330,42990923,9399209983,216.5,221.0,215.5,221.0,2.5,11609
1570,2019-01-16,2330,30038282,6563789758,218.5,220.0,217.5,217.5,-3.5,8950
1571,2019-01-17,2330,21163986,4646131841,218.0,221.0,218.0,220.5,3.0,8288
1572,2019-01-18,2330,52677569,11530053787,219.0,220.0,217.5,218.5,-2.0,15157
1573,2019-01-21,2330,32515866,7208829658,220.0,223.0,220.0,221.0,2.5,10549
1574,2019-01-22,2330,30958483,6854867566,220.0,223.0,219.0,223.0,2.0,8258
1575,2019-01-23,2330,18671213,4121110926,221.5,222.0,220.0,220.5,-2.5,7059
1576,2019-01-24,2330,31348924,6958753608,222.5,222.5,220.5,222.5,2.0,6291
1577,2019-01-25,2330,48039764,10870045150,226.5,227.0,225.0,226.0,3.5,14979
1578,2019-01-28,2330,29134257,6665379096,229.5,229.5,228.0,229.0,3.0,10189
1579,2019-01-29,2330,42566520,9486156460,222.5,225.0,222.0,222.5,-6.5,13344
1580,2019-01-30,2330,51889945,11453957730,220.5,221.5,220.0,221.0,-1.5,12858
1581,2019-02-11,2330,81360106,18546167132,228.0,229.0,226.5,228.0,7.0,21689
1582,2019-02-12,2330,30125670,6921488930,230.0,230.0,229.0,230.0,2.0,13313
1583,2019-02-13,2330,28634925,6575201825,232.0,232.0,228.5,229.0,-1.0,10230
1584,2019-02-14,2330,23647751,5392943977,229.5,230.0,226.0,227.0,-2.0,6873
1585,2019-02-15,2330,22369799,5093773373,229.0,229.0,226.5,227.0,0.0,5743
1586,2019-02-18,2330,18163916,4169729625,229.0,230.5,228.5,230.0,3.0,7035
1587,2019-02-19,2330,18423023,4228108427,230.0,230.5,229.0,229.0,-1.0,6471
1588,2019-02-20,2330,31887710,7430197670,231.5,234.5,231.0,234.5,5.5,14241
1589,2019-02-21,2330,34013489,8013908284,235.5,236.5,234.5,236.5,2.0,11443
1590,2019-02-22,2330,22032163,5187054985,235.5,236.5,234.0,236.5,0.0,6913
1591,2019-02-25,2330,25227138,5995746054,237.5,239.0,236.0,238.0,1.5,8527
1592,2019-02-26,2330,24586789,5864298571,239.0,240.0,236.5,239.5,1.5,7994
1593,2019-02-27,2330,37947889,9052540803,238.5,239.5,237.0,239.0,-0.5,9931
1594,2019-03-04,2330,45164513,10691130829,239.5,239.5,234.5,235.5,-3.5,13323
1595,2019-03-05,2330,23708407,5533050748,234.0,234.5,232.5,233.0,-2.5,8706
1596,2019-03-06,2330,20811226,4872352124,235.0,235.5,233.5,234.0,1.0,7090
1597,2019-03-07,2330,17226192,4029782428,235.0,235.0,233.0,234.0,0.0,5768
1598,2019-03-08,2330,22535659,5183171608,231.0,231.5,229.0,230.0,-4.0,8931
1599,2019-03-11,2330,34282793,7835079913,228.0,230.5,227.5,230.5,0.5,7451
1600,2019-03-12,2330,23839972,5601351324,233.0,237.0,232.5,235.5,5.0,9253
1601,2019-03-13,2330,22493195,5308051755,234.0,237.0,234.0,237.0,1.5,6269
1602,2019-03-14,2330,17281356,4077045380,239.0,239.0,234.0,234.5,-2.5,6564
1603,2019-03-15,2330,34542729,8231572752,237.0,239.5,235.5,239.0,4.5,8872
1604,2019-03-18,2330,27040532,6493129050,239.5,241.0,239.0,241.0,2.0,10690
1605,2019-03-19,2330,14620009,3496720720,239.0,240.5,238.0,240.5,-0.5,7105
1606,2019-03-20,2330,23055971,5563557011,242.0,242.0,239.5,242.0,1.5,6757
1607,2019-03-21,2330,27514502,6710510004,242.5,245.5,241.0,245.5,3.5,11071
1608,2019-03-22,2330,22996467,5680726299,248.0,248.5,244.5,248.5,3.0,10485
1609,2019-03-25,2330,19273254,4662705968,240.5,243.5,240.5,241.5,-7.0,8468
1610,2019-03-26,2330,21053170,5109273236,243.0,244.0,241.0,244.0,2.5,6630
1611,2019-03-27,2330,23622089,5703467700,242.0,242.5,240.5,241.5,-2.5,7603
1612,2019-03-28,2330,13998054,3379510718,240.5,242.5,240.0,242.0,0.5,3948
1613,2019-03-29,2330,31024810,7568601014,243.0,245.5,240.5,245.5,3.5,6712
1614,2019-04-01,2330,35330656,8758161220,251.0,251.0,245.0,245.5,0.0,13292
1615,2019-04-02,2330,25189053,6226523038,249.5,249.5,246.0,246.0,0.5,9171
1616,2019-04-03,2330,28581323,7075597562,249.0,249.0,246.5,246.5,0.5,8067
1617,2019-04-08,2330,46426821,11682512762,251.0,253.0,250.5,253.0,6.5,16430
1618,2019-04-09,2330,22745674,5760337782,253.0,254.0,252.0,254.0,1.0,8323
1619,2019-04-10,2330,33174934,8403528302,253.0,254.5,252.0,254.0,0.0,9992
1620,2019-04-11,2330,25146840,6347861680,253.0,254.0,251.5,252.0,-2.0,8284
1621,2019-04-12,2330,13888148,3496444666,251.5,253.0,251.0,252.0,0.0,4931
1622,2019-04-15,2330,17257002,4403988510,255.0,256.0,254.0,255.5,3.5,6739
1623,2019-04-16,2330,20231648,5185697928,257.0,257.0,255.5,257.0,1.5,7676
1624,2019-04-17,2330,39037191,10202504410,260.0,263.0,259.5,261.5,4.5,13486
1625,2019-04-18,2330,48525490,12836006732,264.0,266.0,263.5,264.5,3.0,12208
1626,2019-04-19,2330,47698699,12712409558,269.0,269.5,263.5,264.5,0.0,14431
1627,2019-04-22,2330,24967393,6635995145,266.5,267.5,265.0,266.0,1.5,8527
1628,2019-04-23,2330,26251847,7017363629,266.5,268.0,266.0,268.0,2.0,9394
1629,2019-04-24,2330,37386755,10044241090,270.0,270.0,267.5,269.0,1.0,9687
1630,2019-04-25,2330,36572455,9800038536,268.5,269.0,267.0,267.5,-1.5,7331
1631,2019-04-26,2330,51743804,13459329059,262.0,263.0,257.5,260.0,-7.5,16674
1632,2019-04-29,2330,32651618,8477117257,260.0,262.0,258.5,259.5,-0.5,10407
1633,2019-04-30,2330,40446419,10484399861,260.0,260.5,258.0,259.0,-0.5,10939
1634,2019-05-02,2330,27376394,7122135656,261.5,262.5,258.5,259.0,0.0,9110
1635,2019-05-03,2330,30200246,7940572444,262.0,265.0,260.5,265.0,6.0,10068
1636,2019-05-06,2330,33688187,8717053470,260.0,260.0,258.0,259.0,-6.0,12535
1637,2019-05-07,2330,25686126,6719199455,259.5,263.0,259.0,262.5,3.5,8339
1638,2019-05-08,2330,25902364,6750083504,260.0,261.5,259.5,260.0,-2.5,7905
1639,2019-05-09,2330,34166574,8798140796,259.5,259.5,256.0,256.5,-3.5,10995
1640,2019-05-10,2330,18868212,4844594484,257.0,259.0,255.0,256.0,-0.5,8009
1641,2019-05-13,2330,29317535,7374249589,253.0,254.0,249.5,250.5,-5.5,11974
1642,2019-05-14,2330,45620708,11345067455,247.5,251.0,245.0,248.5,-2.0,14283
1643,2019-05-15,2330,37223479,9327051888,251.0,252.0,249.0,249.0,0.5,12041
1644,2019-05-16,2330,30331519,7520908612,248.5,249.5,246.0,247.0,-2.0,11402
1645,2019-05-17,2330,40006856,9775372898,249.0,249.0,241.5,241.5,-5.5,15217
1646,2019-05-20,2330,47097661,11303513908,242.5,243.0,238.0,238.0,-3.5,13099
1647,2019-05-21,2330,82872775,19418705158,233.5,236.0,232.5,234.0,-4.0,25418
1648,2019-05-22,2330,36289034,8669172710,236.5,240.5,235.5,238.0,4.0,14019
1649,2019-05-23,2330,62258627,14379543985,233.5,233.5,230.0,230.0,-8.0,24974
1650,2019-05-24,2330,38226789,8866253632,230.0,234.0,230.0,233.0,3.0,14586
1651,2019-05-27,2330,37447033,8697538216,234.0,235.0,231.0,231.0,-2.0,13895
1652,2019-05-28,2330,99322033,22910765567,232.0,232.0,230.5,230.5,-0.5,10122
1653,2019-05-29,2330,32260236,7385029780,228.0,230.5,227.0,229.5,-1.0,10233
1654,2019-05-30,2330,40375328,9292745636,230.0,231.5,229.0,231.0,1.5,8772
1655,2019-05-31,2330,49163217,11559578381,232.0,237.5,231.0,235.5,4.5,14365
1656,2019-06-03,2330,36687092,8651389851,235.5,238.5,232.0,238.0,2.5,8857
1657,2019-06-04,2330,24443428,5745045809,237.5,238.0,233.0,233.0,-5.0,11779
1658,2019-06-05,2330,35901584,8461930934,238.0,238.0,234.0,235.0,2.0,12064
1659,2019-06-06,2330,34651731,8008768323,231.5,232.0,229.5,232.0,-3.0,14723
1660,2019-06-10,2330,35521888,8442986620,237.5,240.0,234.5,240.0,8.0,15588
1661,2019-06-11,2330,34691670,8448805962,240.0,246.0,239.0,244.5,4.5,13157
1662,2019-06-12,2330,30409556,7469805086,244.5,247.5,243.0,246.0,1.5,11457
1663,2019-06-13,2330,33731724,8136137708,242.5,244.0,240.0,240.0,-6.0,13552
1664,2019-06-14,2330,35403556,8396819832,238.5,239.5,236.0,236.0,-4.0,14911
1665,2019-06-17,2330,51692012,12043369475,231.5,235.0,230.5,233.0,-3.0,20943
1666,2019-06-18,2330,28798087,6758454612,234.0,235.5,233.0,235.5,2.5,9681
1667,2019-06-19,2330,50234372,12181979568,242.5,244.0,240.5,244.0,8.5,20528
1668,2019-06-20,2330,39717291,9697726719,242.0,245.5,241.0,245.0,1.0,13879
1669,2019-06-21,2330,62136304,15398139830,248.0,248.5,246.0,248.5,3.5,19049
1670,2019-06-24,2330,43460507,10476936660,241.0,242.0,240.0,241.0,0.0,17780
1671,2019-06-25,2330,29735283,7118002390,241.0,241.5,237.0,238.5,-2.5,11130
1672,2019-06-26,2330,28770041,6757991717,235.0,236.5,234.0,234.5,-4.0,13535
1673,2019-06-27,2330,42007834,10063332494,236.0,241.5,236.0,240.5,6.0,14983
1674,2019-06-28,2330,28085212,6715488371,241.5,241.5,238.0,239.0,-1.5,8987
1675,2019-07-01,2330,66370875,16445222750,245.5,250.0,245.0,248.5,9.5,29551
1676,2019-07-02,2330,26832202,6671951743,249.5,250.0,247.5,249.0,0.5,12531
1677,2019-07-03,2330,29549774,7190777082,244.0,245.0,242.0,242.5,-6.5,16033
1678,2019-07-04,2330,18691240,4561556160,244.5,245.0,242.5,244.0,1.5,8565
1679,2019-07-05,2330,27317074,6624379927,244.5,245.0,241.5,243.0,-1.0,9013
1680,2019-07-08,2330,29190909,7057462187,240.0,244.5,240.0,242.5,-0.5,10552
1681,2019-07-09,2330,16538987,3998096596,241.5,243.0,240.5,242.0,-0.5,6486
1682,2019-07-10,2330,23812131,5839691357,243.0,247.0,243.0,247.0,5.0,12366
1683,2019-07-11,2330,31296289,7809358257,250.0,250.0,247.5,250.0,3.0,14360
1684,2019-07-12,2330,23868432,5984689000,252.0,252.0,249.5,250.5,0.5,8363
1685,2019-07-15,2330,34264300,8663129910,251.0,254.5,249.5,254.5,4.0,12174
1686,2019-07-16,2330,26141249,6678755679,254.0,256.5,253.5,256.0,1.5,8994
1687,2019-07-17,2330,34346648,8686815824,254.0,254.0,251.0,252.0,-4.0,11106
1688,2019-07-18,2330,20908575,5300082470,252.0,254.5,251.5,254.0,2.0,8245
1689,2019-07-19,2330,59879798,15573278932,259.5,261.0,259.0,259.0,5.0,21827
1690,2019-07-22,2330,31863639,8385222407,263.0,264.0,262.0,264.0,5.0,13424
1691,2019-07-23,2330,29273223,7734089131,265.5,266.5,262.5,264.0,0.0,12791
1692,2019-07-24,2330,24511039,6484708226,266.5,266.5,263.0,265.0,1.0,10617
1693,2019-07-25,2330,30698545,8091922380,264.0,265.0,261.5,265.0,0.0,10643
1694,2019-07-26,2330,20768071,5434082968,261.0,262.5,261.0,261.0,-4.0,8850
1695,2019-07-29,2330,18473320,4822762518,260.0,262.0,259.5,261.0,0.0,6681
1696,2019-07-30,2330,22895612,5975389270,262.5,263.0,260.0,260.0,-1.0,7191
1697,2019-07-31,2330,36365601,9413416604,260.0,260.0,257.0,259.5,-0.5,10468
1698,2019-08-01,2330,30107526,7722031382,257.5,257.5,255.5,256.5,-3.0,11372
1699,2019-08-02,2330,54165644,13627068452,252.0,253.5,250.5,251.5,-5.0,18096
1700,2019-08-05,2330,52835721,13092403583,251.0,252.0,245.5,246.5,-5.0,20136
1701,2019-08-06,2330,58916879,14440787992,240.0,250.0,240.0,248.5,2.0,22358
1702,2019-08-07,2330,29435460,7305272500,250.0,250.5,246.5,248.0,-0.5,11208
1703,2019-08-08,2330,30140266,7599200564,248.0,254.0,248.0,253.5,5.5,11228
1704,2019-08-12,2330,24732603,6242935989,254.5,254.5,251.0,251.0,-2.5,8415
1705,2019-08-13,2330,25045107,6204239476,249.0,249.5,246.5,246.5,-4.5,11377
1706,2019-08-14,2330,36336703,9142333535,252.5,254.0,249.5,249.5,3.0,13609
1707,2019-08-15,2330,28277412,6994442633,247.0,248.5,246.0,248.0,-1.5,10852
1708,2019-08-16,2330,25696715,6420744887,249.5,252.0,248.0,250.0,2.0,8994
1709,2019-08-19,2330,25098514,6326683127,251.5,253.0,250.5,252.0,2.0,9398
1710,2019-08-20,2330,20620494,5233263533,254.0,254.5,252.5,254.5,2.5,8214
1711,2019-08-21,2330,20269296,5152545480,254.5,255.0,253.0,254.5,0.0,7383
1712,2019-08-22,2330,22136840,5659296700,257.0,257.5,254.0,254.0,-0.5,8794
1713,2019-08-23,2330,14772877,3748071178,253.5,254.5,253.0,254.0,0.0,5663
1714,2019-08-26,2330,31740620,7910873500,249.0,250.5,248.5,248.5,-5.5,13388
1715,2019-08-27,2330,53664951,13410582151,250.5,251.0,248.5,250.0,1.5,8939
1716,2019-08-28,2330,15280882,3852096070,250.5,253.0,250.5,252.0,2.0,6829
1717,2019-08-29,2330,20085767,5078703588,253.0,254.0,251.0,254.0,2.0,6596
1718,2019-08-30,2330,35299201,9092482858,256.5,259.0,256.0,259.0,5.0,13703
1719,2019-09-02,2330,14776854,3800453292,258.0,258.0,256.0,257.5,-1.5,7608
1720,2019-09-03,2330,26086495,6642868555,256.5,258.0,253.0,254.0,-3.5,11210
1721,2019-09-04,2330,23697733,6081456520,254.0,258.0,254.0,257.5,3.5,9291
1722,2019-09-05,2330,49041728,12869665251,263.0,263.0,260.5,263.0,5.5,22796
1723,2019-09-06,2330,26609515,7016868801,265.0,265.0,263.0,263.5,0.5,11957
1724,2019-09-09,2330,17317833,4585545966,265.5,266.0,263.5,265.0,1.5,8762
1725,2019-09-10,2330,30019866,7862297242,263.5,264.0,260.5,261.5,-3.5,11831
1726,2019-09-11,2330,36266015,9508884445,264.0,264.5,260.5,263.0,1.5,12058
1727,2019-09-12,2330,38792293,10198483555,265.0,265.0,261.5,262.5,-0.5,8282
1728,2019-09-16,2330,38913966,10258240252,262.0,265.5,261.5,265.5,3.0,11120
1729,2019-09-17,2330,30069844,7979032930,266.5,266.5,264.5,265.0,-0.5,9222
1730,2019-09-18,2330,51360759,13754334364,267.0,269.5,266.5,267.0,2.0,17993
1731,2019-09-19,2330,27165567,7216457755,268.0,268.0,264.0,265.0,0.0,10194
1732,2019-09-20,2330,44555865,11785924559,266.0,266.5,264.0,264.0,-1.0,9109
1733,2019-09-23,2330,14220208,3749146092,264.0,264.0,263.0,264.0,0.0,5647
1734,2019-09-24,2330,24304943,6419420695,263.5,265.5,262.0,265.0,1.0,9180
1735,2019-09-25,2330,23244163,6144037875,262.5,266.0,262.0,266.0,1.0,7145
1736,2019-09-26,2330,34128103,9139219995,269.0,269.5,266.5,268.0,2.0,11861
1737,2019-09-27,2330,44242817,12021629536,271.5,272.5,271.0,272.0,4.0,16626
1738,2019-10-01,2330,75248890,20886838992,273.0,280.5,273.0,280.0,8.0,26648
1739,2019-10-02,2330,30572953,8553297334,280.0,281.0,279.0,279.5,-0.5,12294
1740,2019-10-03,2330,35874864,9891620358,274.0,277.5,274.0,276.5,-3.0,12853
1741,2019-10-04,2330,35814613,9924872301,279.5,280.0,275.0,276.5,0.0,13780
1742,2019-10-07,2330,17750230,4944376000,279.0,279.5,277.5,278.0,1.5,7757
1743,2019-10-08,2330,39868551,11341522526,283.5,286.5,282.5,286.5,8.5,16721
1744,2019-10-09,2330,34895456,9890256397,283.5,286.0,282.0,282.0,-4.5,14567
1745,2019-10-14,2330,53403517,15508059122,291.5,291.5,288.5,290.0,8.0,17812
1746,2019-10-15,2330,54754830,16088110873,293.5,296.0,292.0,293.5,3.5,15485
1747,2019-10-16,2330,42917144,12670374493,298.0,298.0,293.5,296.5,3.0,16650
1748,2019-10-17,2330,41920938,12296120182,295.0,295.5,292.0,293.5,-3.0,15170
1749,2019-10-18,2330,45460984,13299843176,293.0,295.5,291.0,293.0,-0.5,18000
1750,2019-10-21,2330,35860365,10389254035,291.0,291.0,288.5,290.0,-3.0,14682
1751,2019-10-22,2330,26525020,7767636380,292.5,294.0,291.5,294.0,4.0,10186
1752,2019-10-23,2330,30382408,8877572772,293.5,293.5,290.5,293.0,-1.0,11753
1753,2019-10-24,2330,29040827,8488069650,294.5,294.5,291.0,293.0,0.0,10649
1754,2019-10-25,2330,25082711,7362074526,294.5,294.5,292.5,293.5,0.5,11064
1755,2019-10-28,2330,20216561,5958714595,295.0,295.5,294.0,294.5,1.0,9257
1756,2019-10-29,2330,37130131,11044649541,297.0,298.5,296.5,298.5,4.0,14060
1757,2019-10-30,2330,32370342,9646551600,298.5,299.5,296.5,299.5,1.0,11084
1758,2019-10-31,2330,43123514,12921309531,300.0,301.5,298.5,298.5,-1.0,12997
1759,2019-11-01,2330,30216678,8998151212,299.5,299.5,296.5,299.0,0.5,10241
1760,2019-11-04,2330,45155671,13767873778,302.5,308.0,301.0,307.0,8.0,18475
1761,2019-11-05,2330,32253184,9965563625,307.5,310.5,307.0,310.5,3.5,13698
1762,2019-11-06,2330,22149743,6864516290,309.0,311.5,308.0,311.0,0.5,9660
1763,2019-11-07,2330,28453659,8769417841,310.0,310.0,306.5,309.0,-2.0,12277
1764,2019-11-08,2330,26230542,8040782450,308.5,309.0,305.5,305.5,-3.5,12740
1765,2019-11-11,2330,35285583,10660082266,305.0,305.0,300.0,301.0,-4.5,15246
1766,2019-11-12,2330,19016708,5774255431,302.5,305.0,302.0,305.0,4.0,8957
1767,2019-11-13,2330,18422438,5583245970,303.0,304.0,301.5,304.0,-1.0,6039
1768,2019-11-14,2330,15734835,4776767840,304.5,305.0,302.0,303.5,-0.5,6219
1769,2019-11-15,2330,29038445,8891701115,305.5,307.5,304.5,307.0,3.5,8672
1770,2019-11-18,2330,18741325,5796331075,308.5,311.0,307.0,311.0,4.0,8420
1771,2019-11-19,2330,33096197,10365611120,312.5,315.0,311.0,315.0,4.0,11121
1772,2019-11-20,2330,24538973,7681229345,314.0,314.0,312.0,313.5,-1.5,9143
1773,2019-11-21,2330,30163833,9329845096,309.5,311.0,307.0,311.0,-2.5,11638
1774,2019-11-22,2330,26492984,8188665024,310.0,310.5,308.0,309.0,-2.0,9407
1775,2019-11-25,2330,19855177,6133713443,310.5,310.5,307.0,307.0,-2.0,8067
1776,2019-11-26,2330,101916622,31332308518,310.0,310.5,307.0,307.0,0.0,10321
1777,2019-11-27,2330,18527648,5732316828,307.5,311.5,307.5,311.0,4.0,7916
1778,2019-11-28,2330,19718982,6111322584,310.0,312.0,308.5,309.5,-1.5,9289
1779,2019-11-29,2330,32423561,9922872967,309.0,309.5,305.0,305.0,-4.5,15368
1780,2019-12-02,2330,25516807,7844458306,307.0,308.0,306.5,307.5,2.5,8465
1781,2019-12-03,2330,27686319,8472595177,305.0,307.0,305.0,307.0,-0.5,9206
1782,2019-12-04,2330,34911686,10652239802,305.0,306.0,304.0,306.0,-1.0,9989
1783,2019-12-05,2330,39349842,12240671524,309.0,312.0,309.0,312.0,6.0,13587
1784,2019-12-06,2330,18402703,5771010050,315.0,316.0,311.0,313.0,1.0,8974
1785,2019-12-09,2330,23556081,7433484496,314.0,316.5,314.0,316.0,3.0,10583
1786,2019-12-10,2330,20847594,6540475540,315.0,315.5,312.5,313.5,-2.5,8702
1787,2019-12-11,2330,34329148,10866410212,314.0,319.0,313.0,319.0,5.5,11689
1788,2019-12-12,2330,52801851,17446169339,325.0,334.5,324.0,331.5,12.5,22555
1789,2019-12-13,2330,60843939,20697194061,340.0,343.0,338.0,339.0,7.5,23025
1790,2019-12-16,2330,48340188,16272523200,336.5,338.5,336.0,336.0,-3.0,16938
1791,2019-12-17,2330,41428458,14153896438,335.0,345.0,335.0,345.0,9.0,16808
1792,2019-12-18,2330,42486841,14594689501,341.5,345.0,341.5,344.5,-0.5,15836
1793,2019-12-19,2330,55667012,18774880620,340.0,342.0,335.0,335.0,0.0,28105
1794,2019-12-20,2330,86280459,28483237354,332.0,333.0,328.5,329.0,-6.0,28112
1795,2019-12-23,2330,26911340,8923609754,329.5,334.0,329.5,334.0,5.0,12310
1796,2019-12-24,2330,13783907,4591661991,334.0,334.5,332.0,332.0,-2.0,7887
1797,2019-12-25,2330,12262954,4075131136,332.0,334.5,331.0,333.0,1.0,7597
1798,2019-12-26,2330,11427884,3803665702,333.0,334.0,331.5,333.0,0.0,6439
1799,2019-12-27,2330,16677806,5624251712,335.0,338.0,335.0,338.0,5.0,8660
1800,2019-12-30,2330,21591263,7270827164,338.0,339.0,334.0,334.5,-3.5,10468
1801,2019-12-31,2330,22950517,7614538961,331.0,333.5,331.0,331.0,-3.5,12253
1802,2020-01-02,2330,33282120,11224165450,332.5,339.0,332.5,339.0,8.0,17160
1803,2020-01-03,2330,42023268,14295651580,344.0,345.0,335.5,339.5,0.5,20545
1804,2020-01-06,2330,45677057,15210531318,333.0,334.5,332.0,332.0,-7.5,22944
1805,2020-01-07,2330,51746181,17053282011,332.5,333.0,326.5,329.5,-2.5,22362
1806,2020-01-08,2330,37913748,12484410088,325.0,333.0,325.0,329.5,0.0,18228
1807,2020-01-09,2330,32397504,10890847940,335.0,337.5,333.5,337.5,8.0,16793
1808,2020-01-10,2330,27880115,9432320316,340.5,341.0,336.0,339.5,2.0,13296
1809,2020-01-13,2330,30663332,10455852739,342.0,342.0,339.0,341.5,2.0,13457
1810,2020-01-14,2330,30368993,10488360978,345.5,346.0,344.5,346.0,4.5,16339
1811,2020-01-15,2330,54575274,18590754206,345.0,345.0,337.5,340.0,-6.0,20392
1812,2020-01-16,2330,58217420,19431133895,330.0,336.5,330.0,334.5,-5.5,24721
1813,2020-01-17,2330,53908097,17977119406,334.0,335.5,332.0,333.0,-1.5,23954
1814,2020-01-20,2330,35551203,11865436839,334.0,335.5,333.0,333.0,0.0,15095
1815,2020-01-30,2330,126820049,40734449874,326.0,326.0,316.5,316.5,-16.5,55603
1816,2020-01-31,2330,62912055,20205365710,323.0,323.5,319.0,320.0,3.5,22639
1817,2020-02-03,2330,59711849,18782694826,315.0,316.5,312.0,315.0,-5.0,26483
1818,2020-02-04,2330,52208496,16882411296,319.0,326.0,318.0,325.0,10.0,22587
1819,2020-02-05,2330,36601453,11985817083,329.0,329.5,324.5,327.5,2.5,16656
1820,2020-02-06,2330,29659094,9803038836,329.5,332.5,329.0,332.5,5.0,14246
1821,2020-02-07,2330,30055327,9869903253,330.0,330.5,326.0,328.0,-4.5,13075
1822,2020-02-10,2330,30814424,10024967927,321.5,328.0,321.0,327.5,-0.5,14825
1823,2020-02-11,2330,29062935,9629938182,330.5,332.5,330.0,331.5,4.0,12766
1824,2020-02-12,2330,37612639,12593082711,333.5,336.0,333.0,335.0,3.5,17394
1825,2020-02-13,2330,23217021,7805299096,338.0,338.0,335.0,335.0,0.0,12563
1826,2020-02-14,2330,18326683,6155862838,337.0,337.0,334.5,335.0,0.0,7881
1827,2020-02-17,2330,16145079,5354339726,331.5,333.0,330.5,331.5,-3.5,9747
1828,2020-02-18,2330,64662604,20957801150,324.5,326.5,322.0,322.0,-9.5,36520
1829,2020-02-19,2330,48856218,15881609046,322.5,327.0,322.0,326.5,4.5,16003
1830,2020-02-20,2330,27061736,8832642641,328.0,329.0,325.0,325.5,-1.0,11695
1831,2020-02-21,2330,22974534,7463007621,325.5,326.5,323.0,325.0,-0.5,9342
1832,2020-02-24,2330,42946680,13754512932,319.5,321.5,319.5,320.0,-5.0,18902
1833,2020-02-25,2330,38674011,12425785349,320.0,323.5,317.5,322.0,2.0,17366
1834,2020-02-26,2330,60768362,19341695595,317.0,320.5,316.5,318.5,-3.5,24310
1835,2020-02-27,2330,62401927,19756146876,319.0,320.0,315.0,316.0,-2.5,20633
1836,2020-03-02,2330,86372942,26864484400,308.0,317.0,308.0,311.0,-5.0,35320
1837,2020-03-03,2330,55169411,17534766696,318.5,320.0,316.0,317.5,6.5,20713
1838,2020-03-04,2330,44745146,14304795666,322.0,322.0,317.0,320.5,3.0,16118
1839,2020-03-05,2330,38223525,12392618100,325.0,326.0,323.0,323.0,2.5,15107
1840,2020-03-06,2330,52807760,16733485610,320.0,320.5,315.0,315.0,-8.0,24175
1841,2020-03-09,2330,88633277,27236002054,307.5,310.0,305.5,305.5,-9.5,44882
1842,2020-03-10,2330,74869130,22727941511,301.5,309.0,301.0,307.0,1.5,30268
1843,2020-03-11,2330,64923710,19913151529,309.0,310.5,302.0,302.0,-5.0,27176
1844,2020-03-12,2330,114173351,33544278206,299.0,299.0,287.0,294.0,-8.0,56989
1845,2020-03-13,2330,151268148,42448997546,275.0,294.0,272.5,290.0,-4.0,71990
1846,2020-03-16,2330,103933228,29343288916,285.0,291.0,275.5,276.5,-13.5,51292
1847,2020-03-17,2330,122409651,32936712540,265.0,276.5,265.0,268.0,-8.5,57123
1848,2020-03-18,2330,118620643,31555231792,269.5,272.5,260.0,260.0,-8.0,53985
1849,2020-03-19,2330,160811697,39559889553,252.0,253.0,235.5,248.0,0.0,77302
1850,2020-03-20,2330,159179726,42110816042,258.5,270.0,256.0,270.0,22.0,69829
1851,2020-03-23,2330,76963709,19851467203,257.0,262.5,252.0,255.0,-15.0,41621
1852,2020-03-24,2330,82377933,22207033614,268.0,274.0,266.0,267.5,12.5,41077
1853,2020-03-25,2330,80514199,22368633590,276.5,280.0,274.0,277.0,9.5,40932
1854,2020-03-26,2330,54189633,15108299935,279.5,280.0,275.5,280.0,3.0,27648
1855,2020-03-27,2330,69320306,19324060590,284.0,286.0,273.0,273.0,-7.0,36025
1856,2020-03-30,2330,53403956,14205364184,263.5,269.0,262.5,267.5,-5.5,27779
1857,2020-03-31,2330,53901923,14712557472,273.0,274.0,269.5,274.0,6.5,20343
1858,2020-04-01,2330,47572034,13022612818,276.5,276.5,271.5,271.5,-2.5,19580
1859,2020-04-06,2330,59712754,16324198154,273.0,275.5,270.0,275.5,4.0,19971
1860,2020-04-07,2330,48887346,13817936851,283.5,284.0,280.5,283.0,7.5,24281
1861,2020-04-08,2330,38698826,11016972354,285.0,285.5,283.0,285.0,2.0,19126
1862,2020-04-09,2330,29276430,8346209654,287.5,288.0,282.5,283.0,-2.0,15271
